municipality,census_csduid,census_cduid,census_desc,fuel_type,registered_vehicles_2016,registered_vehicles_2017,registered_vehicles_2018,registered_vehicles_2019,registered_vehicles_2020
Addington Highlands,3511035,,Township,Compressed Natural Gas,0,0,0,0,0
Addington Highlands,3511035,,Township,Diesel,177,173,182,187,201
Addington Highlands,3511035,,Township,Electric,0,0,0,1,1
Addington Highlands,3511035,,Township,Gas,2551,2618,2611,2672,2741
Addington Highlands,3511035,,Township,Plugin Hybrid,1,1,1,4,3
Addington Highlands,3511035,,Township,Propane,1,2,3,2,2
Adelaide-Metcalfe,3539047,,Township,Compressed Natural Gas,0,0,0,0,0
Adelaide-Metcalfe,3539047,,Township,Diesel,188,188,181,174,191
Adelaide-Metcalfe,3539047,,Township,Electric,0,0,0,0,1
Adelaide-Metcalfe,3539047,,Township,Gas,863,877,861,859,887
Adelaide-Metcalfe,3539047,,Township,Plugin Hybrid,0,1,1,1,1
Adelaide-Metcalfe,3539047,,Township,Propane,1,1,1,1,1
Adjala-Tosorontio,3543003,,Township,Compressed Natural Gas,0,0,0,0,0
Adjala-Tosorontio,3543003,,Township,Diesel,531,515,533,572,574
Adjala-Tosorontio,3543003,,Township,Electric,2,2,8,9,9
Adjala-Tosorontio,3543003,,Township,Gas,6136,6292,6246,6335,6473
Adjala-Tosorontio,3543003,,Township,Plugin Hybrid,1,2,5,5,7
Adjala-Tosorontio,3543003,,Township,Propane,1,1,0,1,1
Admaston/Bromley,3547043,,Township,Compressed Natural Gas,0,0,0,0,0
Admaston/Bromley,3547043,,Township,Diesel,89,87,87,86,91
Admaston/Bromley,3547043,,Township,Electric,0,0,0,0,0
Admaston/Bromley,3547043,,Township,Gas,846,870,878,882,891
Admaston/Bromley,3547043,,Township,Plugin Hybrid,0,0,0,0,0
Admaston/Bromley,3547043,,Township,Propane,0,0,0,0,0
Ajax,3518005,,Town,Compressed Natural Gas,4,3,3,3,1
Ajax,3518005,,Town,Diesel,1987,2037,2056,1994,1980
Ajax,3518005,,Town,Electric,30,62,156,223,318
Ajax,3518005,,Town,Gas,77836,79197,80177,80936,81580
Ajax,3518005,,Town,Plugin Hybrid,35,57,129,148,162
Ajax,3518005,,Town,Propane,1,0,0,1,2
Alfred and Plantagenet,3502023,,Township,Compressed Natural Gas,0,0,0,0,0
Alfred and Plantagenet,3502023,,Township,Diesel,621,605,640,652,673
Alfred and Plantagenet,3502023,,Township,Electric,2,4,10,12,16
Alfred and Plantagenet,3502023,,Township,Gas,8298,8334,8514,8704,8933
Alfred and Plantagenet,3502023,,Township,Plugin Hybrid,8,12,14,17,18
Alfred and Plantagenet,3502023,,Township,Propane,1,1,1,1,1
Algonquin Highlands,3546018,,Township,Compressed Natural Gas,0,0,0,0,0
Algonquin Highlands,3546018,,Township,Diesel,175,190,181,195,209
Algonquin Highlands,3546018,,Township,Electric,2,2,3,3,3
Algonquin Highlands,3546018,,Township,Gas,2312,2395,2344,2354,2410
Algonquin Highlands,3546018,,Township,Plugin Hybrid,0,0,0,0,0
Algonquin Highlands,3546018,,Township,Propane,1,1,1,1,1
Alnwick/Haldimand,3514024,,Township,Compressed Natural Gas,3,3,3,3,2
Alnwick/Haldimand,3514024,,Township,Diesel,368,378,435,470,448
Alnwick/Haldimand,3514024,,Township,Electric,4,5,11,14,16
Alnwick/Haldimand,3514024,,Township,Gas,4601,4839,4937,5066,5223
Alnwick/Haldimand,3514024,,Township,Plugin Hybrid,0,1,3,3,4
Alnwick/Haldimand,3514024,,Township,Propane,0,0,0,1,1
Amaranth,3522008,,Township,Compressed Natural Gas,0,0,1,0,0
Amaranth,3522008,,Township,Diesel,548,585,549,578,594
Amaranth,3522008,,Township,Electric,0,0,2,4,6
Amaranth,3522008,,Township,Gas,3311,3537,3622,3723,3762
Amaranth,3522008,,Township,Plugin Hybrid,0,2,2,6,5
Amaranth,3522008,,Township,Propane,1,1,0,1,1
Amherstburg,3537028,,Town,Compressed Natural Gas,1,1,1,1,2
Amherstburg,3537028,,Town,Diesel,701,692,710,737,718
Amherstburg,3537028,,Town,Electric,2,2,7,10,14
Amherstburg,3537028,,Town,Gas,16054,16454,16787,17095,17528
Amherstburg,3537028,,Town,Plugin Hybrid,15,20,21,20,23
Amherstburg,3537028,,Town,Propane,1,0,0,0,0
Armour,3549019,,Township,Compressed Natural Gas,0,0,0,0,0
Armour,3549019,,Township,Diesel,36,37,35,30,33
Armour,3549019,,Township,Electric,0,0,0,0,0
Armour,3549019,,Township,Gas,434,446,449,461,477
Armour,3549019,,Township,Plugin Hybrid,0,0,0,0,0
Armour,3549019,,Township,Propane,0,0,0,0,0
Arnprior,3547002,,Town,Compressed Natural Gas,0,0,0,0,0
Arnprior,3547002,,Town,Diesel,453,379,396,376,383
Arnprior,3547002,,Town,Electric,0,0,8,10,13
Arnprior,3547002,,Town,Gas,10105,10285,10497,10489,10683
Arnprior,3547002,,Town,Plugin Hybrid,0,1,1,4,5
Arnprior,3547002,,Town,Propane,2,3,2,1,0
Arran-Elderslie,3541043,,Municipality,Compressed Natural Gas,1,1,1,2,2
Arran-Elderslie,3541043,,Municipality,Diesel,650,617,618,648,651
Arran-Elderslie,3541043,,Municipality,Electric,0,0,2,6,6
Arran-Elderslie,3541043,,Municipality,Gas,6523,6670,6768,6822,6972
Arran-Elderslie,3541043,,Municipality,Plugin Hybrid,0,0,4,4,5
Arran-Elderslie,3541043,,Municipality,Propane,1,1,1,1,1
Ashfield-Colborne-Wawanosh,3540063,,Township,Compressed Natural Gas,0,0,0,0,0
Ashfield-Colborne-Wawanosh,3540063,,Township,Diesel,48,49,47,46,48
Ashfield-Colborne-Wawanosh,3540063,,Township,Electric,0,0,0,0,0
Ashfield-Colborne-Wawanosh,3540063,,Township,Gas,368,369,404,398,395
Ashfield-Colborne-Wawanosh,3540063,,Township,Plugin Hybrid,0,0,0,0,0
Ashfield-Colborne-Wawanosh,3540063,,Township,Propane,0,0,0,0,1
Asphodel-Norwood,3515003,,Township,Compressed Natural Gas,0,0,0,0,0
Asphodel-Norwood,3515003,,Township,Diesel,224,199,238,238,242
Asphodel-Norwood,3515003,,Township,Electric,0,1,1,2,5
Asphodel-Norwood,3515003,,Township,Gas,3227,3443,3579,3685,3817
Asphodel-Norwood,3515003,,Township,Plugin Hybrid,0,1,0,1,2
Asphodel-Norwood,3515003,,Township,Propane,0,0,0,0,0
Assiginack,3551011,,Township,Compressed Natural Gas,0,0,0,0,0
Assiginack,3551011,,Township,Diesel,54,57,58,65,60
Assiginack,3551011,,Township,Electric,0,0,0,0,0
Assiginack,3551011,,Township,Gas,709,719,747,764,776
Assiginack,3551011,,Township,Plugin Hybrid,0,0,0,0,0
Assiginack,3551011,,Township,Propane,0,0,0,0,0
Athens,3507042,,Township,Compressed Natural Gas,1,1,1,0,0
Athens,3507042,,Township,Diesel,274,283,282,282,288
Athens,3507042,,Township,Electric,1,1,2,3,3
Athens,3507042,,Township,Gas,2920,2938,2926,3006,3110
Athens,3507042,,Township,Plugin Hybrid,1,2,4,4,3
Athens,3507042,,Township,Propane,0,0,0,0,0
Atikokan,3559001,,Town,Compressed Natural Gas,0,0,0,0,0
Atikokan,3559001,,Town,Diesel,205,213,225,219,219
Atikokan,3559001,,Town,Electric,0,0,0,0,0
Atikokan,3559001,,Town,Gas,2573,2594,2597,2574,2616
Atikokan,3559001,,Town,Plugin Hybrid,0,0,0,0,0
Atikokan,3559001,,Town,Propane,0,0,0,1,0
Augusta,3507006,,Township,Compressed Natural Gas,0,0,1,1,1
Augusta,3507006,,Township,Diesel,129,131,127,134,151
Augusta,3507006,,Township,Electric,1,1,4,6,5
Augusta,3507006,,Township,Gas,2553,2557,2559,2620,2638
Augusta,3507006,,Township,Plugin Hybrid,0,0,1,2,2
Augusta,3507006,,Township,Propane,0,0,0,0,0
Aurora,3519046,,Town,Compressed Natural Gas,0,1,1,1,0
Aurora,3519046,,Town,Diesel,1449,1360,1436,1448,1399
Aurora,3519046,,Town,Electric,51,80,183,244,304
Aurora,3519046,,Town,Gas,38445,39904,40890,41673,41864
Aurora,3519046,,Town,Plugin Hybrid,36,62,107,112,133
Aurora,3519046,,Town,Propane,0,1,2,1,0
Aylmer,3534011,,Town,Compressed Natural Gas,6,6,3,4,4
Aylmer,3534011,,Town,Diesel,1003,1041,1049,1066,1107
Aylmer,3534011,,Town,Electric,0,1,5,10,13
Aylmer,3534011,,Town,Gas,10205,10695,11016,11234,11518
Aylmer,3534011,,Town,Plugin Hybrid,4,6,10,8,11
Aylmer,3534011,,Town,Propane,4,2,4,5,4
Baldwin,3552028,,Township,Compressed Natural Gas,1,1,1,1,0
Baldwin,3552028,,Township,Diesel,55,58,61,63,57
Baldwin,3552028,,Township,Electric,0,0,0,0,0
Baldwin,3552028,,Township,Gas,503,492,482,502,506
Baldwin,3552028,,Township,Plugin Hybrid,0,0,0,0,0
Baldwin,3552028,,Township,Propane,0,1,0,0,0
Bancroft,3512061,,Town,Compressed Natural Gas,0,0,0,0,0
Bancroft,3512061,,Town,Diesel,559,544,550,539,552
Bancroft,3512061,,Town,Electric,0,0,2,1,3
Bancroft,3512061,,Town,Gas,6242,6434,6510,6655,7017
Bancroft,3512061,,Town,Plugin Hybrid,2,3,6,6,5
Bancroft,3512061,,Town,Propane,0,0,0,0,1
Barrie,3543042,,City,Compressed Natural Gas,4,2,3,4,3
Barrie,3543042,,City,Diesel,4963,4521,4491,4592,4634
Barrie,3543042,,City,Electric,15,39,107,166,234
Barrie,3543042,,City,Gas,96217,97998,99497,101301,103676
Barrie,3543042,,City,Plugin Hybrid,34,54,90,108,113
Barrie,3543042,,City,Propane,4,5,4,4,2
Bayham,3534005,,Municipality,Compressed Natural Gas,0,0,0,0,0
Bayham,3534005,,Municipality,Diesel,401,418,443,444,478
Bayham,3534005,,Municipality,Electric,0,2,4,4,5
Bayham,3534005,,Municipality,Gas,4282,4421,4584,4710,4833
Bayham,3534005,,Municipality,Plugin Hybrid,0,0,1,1,2
Bayham,3534005,,Municipality,Propane,0,1,1,2,2
Beckwith,3509024,,Township,Compressed Natural Gas,0,0,0,0,0
Beckwith,3509024,,Township,Diesel,5,7,5,2,2
Beckwith,3509024,,Township,Electric,0,0,0,0,0
Beckwith,3509024,,Township,Gas,95,94,92,90,94
Beckwith,3509024,,Township,Plugin Hybrid,0,0,0,0,0
Beckwith,3509024,,Township,Propane,0,0,0,0,0
Belleville,3512005,,City,Compressed Natural Gas,4,4,3,4,3
Belleville,3512005,,City,Diesel,2460,2378,2280,2347,2354
Belleville,3512005,,City,Electric,5,10,30,48,66
Belleville,3512005,,City,Gas,38704,40157,40826,41757,43034
Belleville,3512005,,City,Plugin Hybrid,4,9,21,35,41
Belleville,3512005,,City,Propane,4,2,4,3,2
Billings,3551021,,Township,Compressed Natural Gas,0,0,0,0,0
Billings,3551021,,Township,Diesel,29,34,37,41,42
Billings,3551021,,Township,Electric,0,0,0,0,2
Billings,3551021,,Township,Gas,452,466,475,483,496
Billings,3551021,,Township,Plugin Hybrid,0,0,1,1,0
Billings,3551021,,Township,Propane,0,0,0,0,0
Black River-Matheson,3556014,,Township,Compressed Natural Gas,0,0,0,0,0
Black River-Matheson,3556014,,Township,Diesel,220,232,227,239,250
Black River-Matheson,3556014,,Township,Electric,0,0,0,0,0
Black River-Matheson,3556014,,Township,Gas,2319,2326,2314,2316,2355
Black River-Matheson,3556014,,Township,Plugin Hybrid,0,0,0,0,0
Black River-Matheson,3556014,,Township,Propane,0,0,0,0,0
Blandford-Blenheim,3532045,,Township,Compressed Natural Gas,0,0,0,1,1
Blandford-Blenheim,3532045,,Township,Diesel,606,585,602,640,660
Blandford-Blenheim,3532045,,Township,Electric,3,4,8,12,16
Blandford-Blenheim,3532045,,Township,Gas,6169,6272,6349,6459,6566
Blandford-Blenheim,3532045,,Township,Plugin Hybrid,0,1,5,6,7
Blandford-Blenheim,3532045,,Township,Propane,2,2,1,1,1
Blind River,3557038,,Town,Compressed Natural Gas,0,0,0,0,0
Blind River,3557038,,Town,Diesel,254,260,267,227,231
Blind River,3557038,,Town,Electric,0,0,2,2,2
Blind River,3557038,,Town,Gas,2930,2962,2993,3042,3056
Blind River,3557038,,Town,Plugin Hybrid,3,2,2,2,2
Blind River,3557038,,Town,Propane,1,1,1,1,0
Bluewater,3540010,,Municipality,Compressed Natural Gas,0,0,0,0,0
Bluewater,3540010,,Municipality,Diesel,885,875,884,911,945
Bluewater,3540010,,Municipality,Electric,2,2,4,7,4
Bluewater,3540010,,Municipality,Gas,8081,8223,8355,8320,8618
Bluewater,3540010,,Municipality,Plugin Hybrid,1,3,3,5,6
Bluewater,3540010,,Municipality,Propane,1,3,4,4,2
Bonfield,3548027,,Township,Compressed Natural Gas,0,0,0,0,0
Bonfield,3548027,,Township,Diesel,100,108,131,139,142
Bonfield,3548027,,Township,Electric,0,0,0,0,0
Bonfield,3548027,,Township,Gas,1964,2024,2041,1986,2063
Bonfield,3548027,,Township,Plugin Hybrid,0,1,1,1,2
Bonfield,3548027,,Township,Propane,0,0,0,0,0
Bonnechere Valley,3547035,,Township,Compressed Natural Gas,0,0,0,0,0
Bonnechere Valley,3547035,,Township,Diesel,251,232,250,245,241
Bonnechere Valley,3547035,,Township,Electric,0,0,3,5,5
Bonnechere Valley,3547035,,Township,Gas,4175,4149,4127,4104,4207
Bonnechere Valley,3547035,,Township,Plugin Hybrid,1,1,2,4,5
Bonnechere Valley,3547035,,Township,Propane,1,1,0,0,0
Bracebridge,3544018,,Town,Compressed Natural Gas,0,0,0,0,0
Bracebridge,3544018,,Town,Diesel,939,961,1020,979,960
Bracebridge,3544018,,Town,Electric,0,4,8,16,24
Bracebridge,3544018,,Town,Gas,13947,14327,14458,14427,14760
Bracebridge,3544018,,Town,Plugin Hybrid,2,5,7,8,11
Bracebridge,3544018,,Town,Propane,48,48,50,53,55
Bradford West Gwillimbury,3543014,,Town,Compressed Natural Gas,0,1,1,2,2
Bradford West Gwillimbury,3543014,,Town,Diesel,1589,1642,1631,1720,1732
Bradford West Gwillimbury,3543014,,Town,Electric,8,14,52,70,98
Bradford West Gwillimbury,3543014,,Town,Gas,25476,26814,27770,28526,29244
Bradford West Gwillimbury,3543014,,Town,Plugin Hybrid,16,34,41,45,44
Bradford West Gwillimbury,3543014,,Town,Propane,1,0,0,1,0
Brampton,3521010,,City,Compressed Natural Gas,118,122,144,182,220
Brampton,3521010,,City,Diesel,21327,22358,24468,24986,25753
Brampton,3521010,,City,Electric,144,250,573,862,1210
Brampton,3521010,,City,Gas,299617,312074,323541,330999,334327
Brampton,3521010,,City,Plugin Hybrid,96,178,370,423,451
Brampton,3521010,,City,Propane,35,31,25,29,24
Brant,3529005,,City,Compressed Natural Gas,1,1,1,1,1
Brant,3529005,,City,Diesel,1008,954,989,1014,1033
Brant,3529005,,City,Electric,4,6,13,17,34
Brant,3529005,,City,Gas,14825,15156,15373,16147,16811
Brant,3529005,,City,Plugin Hybrid,5,7,15,18,28
Brant,3529005,,City,Propane,1,1,1,1,1
Brantford,3529006,,City,Compressed Natural Gas,0,0,1,1,1
Brantford,3529006,,City,Diesel,3818,3778,3890,4086,4167
Brantford,3529006,,City,Electric,15,30,70,93,136
Brantford,3529006,,City,Gas,70310,72165,73301,74960,77586
Brantford,3529006,,City,Plugin Hybrid,14,35,75,85,100
Brantford,3529006,,City,Propane,7,21,20,21,94
Brighton,3514004,,Municipality,Compressed Natural Gas,0,0,0,0,0
Brighton,3514004,,Municipality,Diesel,465,475,481,491,503
Brighton,3514004,,Municipality,Electric,1,2,7,14,20
Brighton,3514004,,Municipality,Gas,9982,10279,10443,10631,10940
Brighton,3514004,,Municipality,Plugin Hybrid,4,5,8,9,10
Brighton,3514004,,Municipality,Propane,2,0,1,0,0
Brock,3518039,,Township,Compressed Natural Gas,0,0,0,1,1
Brock,3518039,,Township,Diesel,888,872,889,892,924
Brock,3518039,,Township,Electric,4,7,11,15,22
Brock,3518039,,Township,Gas,9914,10096,10247,10514,10993
Brock,3518039,,Township,Plugin Hybrid,3,5,12,10,11
Brock,3518039,,Township,Propane,1,1,1,1,0
Brockton,3541032,,Municipality,Compressed Natural Gas,1,1,1,0,0
Brockton,3541032,,Municipality,Diesel,645,649,652,671,682
Brockton,3541032,,Municipality,Electric,3,4,8,10,13
Brockton,3541032,,Municipality,Gas,6766,6930,7009,6976,7055
Brockton,3541032,,Municipality,Plugin Hybrid,0,2,2,3,2
Brockton,3541032,,Municipality,Propane,0,0,0,0,0
Brockville,3507015,,City,Compressed Natural Gas,1,1,1,1,5
Brockville,3507015,,City,Diesel,684,632,642,662,674
Brockville,3507015,,City,Electric,2,4,5,14,19
Brockville,3507015,,City,Gas,18435,18751,18920,19216,19615
Brockville,3507015,,City,Plugin Hybrid,3,6,8,13,12
Brockville,3507015,,City,Propane,1,1,2,1,1
Brooke-Alvinston,3538015,,Municipality,Compressed Natural Gas,0,0,0,0,0
Brooke-Alvinston,3538015,,Municipality,Diesel,194,196,207,212,245
Brooke-Alvinston,3538015,,Municipality,Electric,0,0,0,0,0
Brooke-Alvinston,3538015,,Municipality,Gas,1889,1896,1907,1904,1917
Brooke-Alvinston,3538015,,Municipality,Plugin Hybrid,0,0,0,0,1
Brooke-Alvinston,3538015,,Municipality,Propane,1,0,0,0,0
Bruce,,3541,Census Division,Compressed Natural Gas,2,2,2,2,2
Bruce,,3541,Census Division,Diesel,4311,4205,4281,4389,4493
Bruce,,3541,Census Division,Electric,8,15,46,69,101
Bruce,,3541,Census Division,Gas,56915,58345,59115,59654,60795
Bruce,,3541,Census Division,Plugin Hybrid,20,27,51,68,74
Bruce,,3541,Census Division,Propane,6,7,6,4,5
Bruce Mines,3557021,,Town,Compressed Natural Gas,0,0,0,0,0
Bruce Mines,3557021,,Town,Diesel,135,128,125,132,140
Bruce Mines,3557021,,Town,Electric,0,0,0,0,0
Bruce Mines,3557021,,Town,Gas,1253,1263,1267,1250,1306
Bruce Mines,3557021,,Town,Plugin Hybrid,0,0,0,0,0
Bruce Mines,3557021,,Town,Propane,0,0,0,0,0
"Brudenell, Lyndoch and Raglan",3547020,,Township,Compressed Natural Gas,0,0,0,0,0
"Brudenell, Lyndoch and Raglan",3547020,,Township,Diesel,97,97,89,92,93
"Brudenell, Lyndoch and Raglan",3547020,,Township,Electric,0,0,0,0,0
"Brudenell, Lyndoch and Raglan",3547020,,Township,Gas,1200,1219,1207,1212,1233
